Data Year,County,ZIP Code,Numerator,Rate
2019,Sullivan,12790,21,371.9
2019,Sullivan,12791,0,0.0*
2019,Sullivan,12792,0,0.0*
2019,Warren,12801,25,180.3
2019,Saratoga,12803,7,86.0*
2019,Warren,12804,37,141.6
2019,Warren,12808,0,0.0*
2019,Washington,12809,s,s
2019,Warren,12810,0,0.0*
2019,Hamilton,12812,0,0.0*
2019,Warren,12814,s,s
2019,Warren,12815,0,0.0*
2019,Washington,12816,s,s
2019,Warren,12817,7,301.2*
2019,Washington,12819,0,0.0*
2019,Washington,12821,s,s
2019,Saratoga,12822,12,205.3
2019,Washington,12823,0,0.0*
2019,Warren,12824,0,0.0*
2019,Washington,12827,8,210.1*
2019,Washington,12828,18,181
2019,Saratoga,12831,9,51.3*
2019,Washington,12832,s,s
2019,Saratoga,12833,s,s
2019,Washington,12834,s,s
2019,Saratoga,12835,10,367.1
2019,Warren,12836,s,s
2019,Washington,12837,0,0.0*
2019,Washington,12838,s,s
2019,Washington,12839,21,157.9
2019,Hamilton,12842,0,0.0*
2019,Warren,12843,0,0.0*
2019,Washington,12844,0,0.0*
2019,Warren,12845,6,120.6*
2019,Warren,12846,s,s
2019,Hamilton,12847,0,0.0*
2019,Washington,12849,0,0.0*
2019,Saratoga,12850,s,s
2019,Essex,12851,0,0.0*
2019,Essex,12852,0,0.0*
2019,Warren,12853,s,s
2019,Essex,12855,0,0.0*
2019,Essex,12857,0,0.0*
2019,Essex,12858,0,0.0*
2019,Saratoga,12859,s,s
2019,Warren,12860,s,s
2019,Washington,12861,0,0.0*
2019,Saratoga,12863,s,s
2019,Washington,12865,s,s
2019,Saratoga,12866,55,142.5
2019,Essex,12870,s,s
2019,Saratoga,12871,s,s
2019,Washington,12873,0,0.0*
2019,Warren,12878,s,s
2019,Essex,12883,9,189.6*
2019,Warren,12885,6,125.2*
2019,Warren,12886,0,0.0*
2019,Washington,12887,s,s
2019,Clinton,12901,40,122.5
2019,Clinton,12903,s,s
2019,Clinton,12910,0,0.0*
2019,Clinton,12912,s,s
2019,Essex,12913,0,0.0*
2019,Franklin,12914,0,0.0*
2019,Franklin,12916,s,s
2019,Franklin,12917,0,0.0*
2019,Clinton,12918,0,0.0*
2019,Clinton,12919,s,s
2019,Franklin,12920,s,s
2019,Clinton,12921,s,s
2019,St. Lawrence,12922,0,0.0*
2019,Clinton,12923,s,s
2019,Clinton,12924,s,s
2019,Franklin,12926,0,0.0*
2019,Essex,12928,s,s
2019,Franklin,12930,s,s
2019,Essex,12932,s,s
2019,Clinton,12934,s,s
2019,Clinton,12935,s,s
2019,Essex,12936,0,0.0*
2019,Franklin,12937,s,s
2019,Essex,12941,s,s
2019,Essex,12942,s,s
2019,Essex,12943,0,0.0*
2019,Essex,12944,s,s
2019,Franklin,12945,0,0.0*
2019,Essex,12946,s,s
2019,Essex,12950,s,s
2019,Clinton,12952,s,s
2019,Franklin,12953,10,65.5
2019,Clinton,12955,0,0.0*
2019,Essex,12956,s,s
2019,Franklin,12957,s,s
2019,Clinton,12958,s,s
2019,Clinton,12959,0,0.0*
2019,Essex,12960,s,s
2019,Essex,12961,0,0.0*
2019,Clinton,12962,6,113.4*
2019,Essex,12964,0,0.0*
2019,St. Lawrence,12965,s,s
2019,Franklin,12966,0,0.0*
2019,St. Lawrence,12967,s,s
2019,Franklin,12969,s,s
2019,Franklin,12970,0,0.0*
2019,Clinton,12972,s,s
2019,St. Lawrence,12973,0,0.0*
2019,Essex,12974,0,0.0*
2019,Clinton,12978,0,0.0*
2019,Clinton,12979,s,s
2019,Franklin,12980,s,s
2019,Clinton,12981,6,96.7*
2019,Franklin,12983,10,129.3
2019,Clinton,12985,s,s
2019,Franklin,12986,6,98.5*
2019,Essex,12987,0,0.0*
2019,Franklin,12989,s,s
2019,Clinton,12992,s,s
2019,Essex,12993,0,0.0*
2019,Essex,12996,s,s
2019,Essex,12997,s,s
2019,Cayuga,13021,97,241.1
2019,Cayuga,13026,s,s
2019,Onondaga,13027,58,176.7
2019,Oswego,13028,s,s
2019,Onondaga,13029,17,229.6
2019,Madison,13030,s,s
2019,Onondaga,13031,29,184.1
2019,Madison,13032,20,153
2019,Cayuga,13033,s,s
2019,Cayuga,13034,s,s
2019,Madison,13035,s,s
2019,Oswego,13036,13,147.2
2019,Madison,13037,18,208.5
2019,Onondaga,13039,34,190.8
2019,Cortland,13040,11,386.1
2019,Onondaga,13041,16,141.6
2019,Oswego,13042,s,s
2019,Oswego,13044,s,s
2019,Cortland,13045,65,220.8
2019,Madison,13052,0,0.0*
2019,Tompkins,13053,7,121.7*
2019,Oneida,13054,s,s
2019,Onondaga,13057,40,272.6
2019,Onondaga,13060,s,s
2019,Madison,13061,0,0.0*
2019,Onondaga,13063,s,s
2019,Onondaga,13066,7,55.8*
2019,Tompkins,13068,10,174.9
2019,Oswego,13069,78,331.7
2019,Cayuga,13071,0,0.0*
2019,Madison,13072,0,0.0*
2019,Tompkins,13073,10,153.9
2019,Oswego,13074,13,294.7
2019,Oswego,13076,s,s
2019,Cortland,13077,18,270.4
2019,Onondaga,13078,16,156.9
2019,Onondaga,13080,s,s
2019,Cayuga,13081,0,0.0*
2019,Madison,13082,8,165.7*
2019,Oswego,13083,6,286.0*
2019,Onondaga,13084,13,291
2019,Onondaga,13088,29,131
2019,Onondaga,13090,33,109.3
2019,Cayuga,13092,s,s
2019,Cortland,13101,s,s
2019,Oswego,13103,s,s
2019,Onondaga,13104,13,81.4
2019,Onondaga,13108,12,204.3
2019,Onondaga,13110,s,s
2019,Cayuga,13111,s,s
2019,Onondaga,13112,9,505.1*
2019,Oswego,13114,22,350.8
2019,Onondaga,13116,s,s
2019,Cayuga,13118,s,s
2019,Onondaga,13120,7,320.1*
2019,Madison,13122,s,s
2019,Chenango,13124,0,0.0*
2019,Oswego,13126,84,231.7
2019,Oswego,13131,10,274.3
2019,Oswego,13132,11,271.7
2019,Oswego,13135,19,303.3
2019,Chenango,13136,0,0.0*
2019,Cayuga,13140,6,136.9*
2019,Cortland,13141,s,s
2019,Oswego,13142,10,158.5
2019,Wayne,13143,s,s
2019,Oswego,13144,s,s
2019,Oswego,13145,s,s
2019,Wayne,13146,8,355.9*
2019,Cayuga,13147,s,s
2019,Seneca,13148,11,105.2
2019,Onondaga,13152,s,s
2019,Chenango,13155,s,s
2019,Cayuga,13156,s,s
2019,Cortland,13158,s,s
2019,Onondaga,13159,7,132.9*
2019,Cayuga,13160,0,0.0*
2019,Onondaga,13164,s,s
2019,Seneca,13165,18,172.1
2019,Cayuga,13166,12,226.9
2019,Oswego,13167,7,230.0*
2019,Onondaga,13202,103,1819.8
2019,Onondaga,13203,113,704.5
2019,Onondaga,13204,169,862
2019,Onondaga,13205,82,442.2
2019,Onondaga,13206,99,623.2
2019,Onondaga,13207,43,332.4
2019,Onondaga,13208,144,654.7
2019,Onondaga,13209,49,385.1
2019,Onondaga,13210,148,535.6
2019,Onondaga,13211,48,747
2019,Onondaga,13212,50,250.5
2019,Onondaga,13214,12,141.2
2019,Onondaga,13215,21,135.7
2019,Onondaga,13219,28,190.3
2019,Onondaga,13224,7,81.3*
2019,Oneida,13301,0,0.0*
2019,Oswego,13302,7,443.9*
2019,Oneida,13303,s,s
2019,Oneida,13304,s,s
2019,Oneida,13308,6,134.7*
2019,Oneida,13309,s,s
2019,Madison,13310,0,0.0*
2019,Otsego,13315,0,0.0*
2019,Oneida,13316,18,262.5
2019,Montgomery,13317,6,162.6*
2019,Oneida,13318,0,0.0*
2019,Oneida,13319,s,s
2019,Otsego,13320,s,s
2019,Oneida,13322,0,0.0*
2019,Oneida,13323,11,89.8
2019,Herkimer,13324,s,s
2019,Lewis,13325,s,s
2019,Otsego,13326,s,s
2019,Lewis,13327,s,s
2019,Oneida,13328,s,s
2019,Herkimer,13329,s,s
2019,Herkimer,13331,0,0.0*
2019,Madison,13332,s,s
2019,Otsego,13333,0,0.0*
2019,Madison,13334,0,0.0*
2019,Otsego,13335,0,0.0*
2019,Otsego,13337,s,s
2019,Oneida,13338,0,0.0*
2019,Montgomery,13339,s,s
2019,Herkimer,13340,s,s
2019,Otsego,13342,0,0.0*
2019,Lewis,13343,s,s
2019,Lewis,13345,0,0.0*
2019,Madison,13346,s,s
2019,Otsego,13348,6,427.7*
2019,Herkimer,13350,19,196
2019,Hamilton,13353,0,0.0*
2019,Oneida,13354,s,s
2019,Madison,13355,s,s
2019,Herkimer,13357,9,85.2*
2019,Hamilton,13360,0,0.0*
2019,Herkimer,13361,s,s
2019,Oneida,13363,s,s
2019,Herkimer,13365,12,141
2019,Lewis,13367,8,92.3*
2019,Lewis,13368,s,s
2019,Madison,13402,s,s
2019,Oneida,13403,s,s
2019,Herkimer,13406,0,0.0*
2019,Herkimer,13407,s,s
2019,Madison,13408,0,0.0*
2019,Madison,13409,s,s
2019,Chenango,13411,s,s
2019,Oneida,13413,10,63.7
2019,Otsego,13415,0,0.0*
2019,Herkimer,13416,0,0.0*
2019,Oneida,13417,8,266.1*
2019,Madison,13418,0,0.0*
2019,Herkimer,13420,s,s
2019,Madison,13421,15,110.1
2019,Oneida,13424,s,s
2019,Oneida,13425,6,290.1*
2019,Montgomery,13428,0,0.0*
2019,Herkimer,13431,0,0.0*
2019,Lewis,13433,s,s
2019,Oswego,13437,0,0.0*
2019,Oneida,13438,s,s
2019,Otsego,13439,s,s
2019,Oneida,13440,97,230.3
2019,Otsego,13450,s,s
2019,Montgomery,13452,s,s
2019,Herkimer,13454,0,0.0*
2019,Oneida,13456,s,s
2019,Schoharie,13459,0,0.0*
2019,Chenango,13460,10,246.2
2019,Oneida,13461,s,s
2019,Chenango,13464,s,s
2019,Otsego,13468,0,0.0*
2019,Oneida,13469,0,0.0*
2019,Fulton,13470,s,s
2019,Oneida,13471,11,332.2
2019,Lewis,13473,0,0.0*
2019,Oneida,13476,s,s
2019,Oneida,13477,s,s
2019,Oneida,13478,s,s
2019,Oneida,13480,s,s
2019,Otsego,13482,0,0.0*
2019,Oneida,13483,0,0.0*
2019,Madison,13485,0,0.0*
2019,Oneida,13486,0,0.0*
2019,Otsego,13488,0,0.0*
2019,Lewis,13489,0,0.0*
2019,Oneida,13490,0,0.0*
2019,Herkimer,13491,0,0.0*
2019,Oneida,13492,13,115
2019,Oswego,13493,9,473.2*
2019,Oneida,13494,0,0.0*
2019,Oneida,13495,s,s
2019,Oneida,13501,85,221.8
2019,Oneida,13502,79,242.5
2019,Jefferson,13601,142,382.2
2019,Jefferson,13602,s,s
2019,Jefferson,13603,s,s
2019,Jefferson,13605,s,s
2019,Jefferson,13606,s,s
2019,Jefferson,13607,s,s
2019,Jefferson,13608,s,s
2019,Jefferson,13611,0,0.0*
2019,Jefferson,13612,s,s
2019,St. Lawrence,13613,s,s
2019,St. Lawrence,13614,s,s
2019,Jefferson,13616,0,0.0*
2019,St. Lawrence,13617,18,158
2019,Jefferson,13618,s,s
2019,Jefferson,13619,18,167.1
2019,Lewis,13620,7,282.8*
2019,St. Lawrence,13621,0,0.0*
2019,Jefferson,13622,0,0.0*
2019,Jefferson,13624,s,s
2019,St. Lawrence,13625,0,0.0*
2019,Lewis,13626,s,s
2019,St. Lawrence,13630,0,0.0*
2019,St. Lawrence,13633,0,0.0*
2019,Jefferson,13634,10,255.7
2019,St. Lawrence,13635,0,0.0*
2019,Jefferson,13636,0,0.0*
2019,Jefferson,13637,10,221.2
2019,Jefferson,13638,s,s
2019,St. Lawrence,13639,0,0.0*
2019,Jefferson,13640,0,0.0*
2019,St. Lawrence,13642,23,237.9
2019,St. Lawrence,13646,s,s
2019,Lewis,13648,s,s
2019,Jefferson,13650,s,s
2019,St. Lawrence,13652,8,409.4*
2019,St. Lawrence,13654,s,s
2019,Franklin,13655,11,312.5
2019,Jefferson,13656,s,s
2019,St. Lawrence,13658,s,s
2019,Jefferson,13659,0,0.0*
2019,St. Lawrence,13660,s,s
2019,Jefferson,13661,0,0.0*
2019,St. Lawrence,13662,22,136.8
2019,Jefferson,13665,s,s
2019,St. Lawrence,13666,0,0.0*
2019,St. Lawrence,13667,s,s
2019,St. Lawrence,13668,s,s
2019,St. Lawrence,13669,37,230.2
2019,St. Lawrence,13670,0,0.0*
2019,St. Lawrence,13672,s,s
2019,Jefferson,13673,s,s
2019,Jefferson,13675,s,s
2019,St. Lawrence,13676,16,104
2019,Jefferson,13679,s,s
2019,St. Lawrence,13680,0,0.0*
2019,St. Lawrence,13681,s,s
2019,Jefferson,13682,0,0.0*
2019,St. Lawrence,13684,s,s
2019,Jefferson,13685,10,460.8
2019,St. Lawrence,13687,0,0.0*
2019,St. Lawrence,13690,s,s
2019,Jefferson,13691,6,182.2*
2019,Jefferson,13693,s,s
2019,St. Lawrence,13694,s,s
2019,St. Lawrence,13695,0,0.0*
2019,St. Lawrence,13696,s,s
2019,St. Lawrence,13697,0,0.0*
2019,St. Lawrence,13699,0,0.0*
2019,Chenango,13730,s,s
2019,Delaware,13731,0,0.0*
2019,Tioga,13732,6,81.3*
2019,Chenango,13733,7,140.2*
2019,Tioga,13734,s,s
2019,Tioga,13736,s,s
2019,Delaware,13739,0,0.0*
2019,Delaware,13740,s,s
2019,Tioga,13743,s,s
2019,Broome,13744,s,s
2019,Broome,13746,s,s
2019,Broome,13748,s,s
2019,Delaware,13750,s,s
2019,Delaware,13751,0,0.0*
2019,Delaware,13752,0,0.0*
2019,Delaware,13753,s,s
2019,Broome,13754,7,233.7*
2019,Delaware,13755,0,0.0*
2019,Delaware,13756,0,0.0*
2019,Delaware,13757,0,0.0*
2019,Broome,13760,91,213.1
2019,Delaware,13775,0,0.0*
2019,Otsego,13776,0,0.0*
2019,Broome,13777,s,s
2019,Chenango,13778,7,128.3*
2019,Chenango,13780,s,s
2019,Delaware,13782,0,0.0*
2019,Delaware,13783,8,303.1*
2019,Delaware,13786,0,0.0*
2019,Broome,13787,6,174.5*
2019,Delaware,13788,s,s
2019,Broome,13790,68,378
2019,Broome,13795,11,299.3
2019,Otsego,13796,0,0.0*
2019,Broome,13797,s,s
2019,Chenango,13801,0,0.0*
2019,Broome,13802,s,s
2019,Cortland,13803,s,s
2019,Delaware,13804,0,0.0*
2019,Delaware,13806,0,0.0*
2019,Otsego,13807,s,s
2019,Otsego,13808,0,0.0*
2019,Chenango,13809,s,s
2019,Otsego,13810,s,s
2019,Tioga,13811,s,s
2019,Tioga,13812,s,s
2019,Broome,13813,0,0.0*
2019,Chenango,13815,36,270.9
2019,Otsego,13820,23,104.1
2019,Otsego,13825,s,s
2019,Broome,13826,s,s
2019,Tioga,13827,16,145.1
2019,Chenango,13830,7,145.6*
2019,Chenango,13832,s,s
2019,Broome,13833,13,308.9
2019,Tioga,13835,s,s
2019,Delaware,13838,7,176.0*
2019,Delaware,13839,s,s
2019,Chenango,13841,0,0.0*
2019,Delaware,13842,0,0.0*
2019,Chenango,13843,s,s
2019,Chenango,13844,s,s
2019,Delaware,13846,0,0.0*
2019,Otsego,13849,7,152.6*
2019,Broome,13850,23,82.5
2019,Delaware,13856,6,97.0*
2019,Otsego,13859,0,0.0*
2019,Otsego,13861,s,s
2019,Broome,13862,8,195.6*
2019,Cortland,13863,0,0.0*
2019,Tioga,13864,0,0.0*
2019,Broome,13865,12,202.6
2019,Broome,13901,156,827.2
2019,Broome,13903,66,363.2
2019,Broome,13904,33,357.4
2019,Broome,13905,111,407.8
2019,Erie,14001,13,137.2
2019,Erie,14004,17,133.8
2019,Genesee,14005,s,s
2019,Erie,14006,40,411.3
2019,Niagara,14008,s,s
2019,Wyoming,14009,7,128.1*
2019,Wyoming,14011,12,125.5
2019,Niagara,14012,s,s
2019,Genesee,14013,s,s
2019,Genesee,14020,74,330.2
2019,Wyoming,14024,s,s
2019,Erie,14025,s,s
2019,Erie,14026,s,s
2019,Niagara,14028,s,s
2019,Erie,14030,s,s
2019,Erie,14031,18,184.4
2019,Erie,14032,s,s
2019,Erie,14033,s,s
2019,Erie,14034,s,s
2019,Genesee,14036,s,s
2019,Wyoming,14037,0,0.0*
2019,Wyoming,14039,0,0.0*
2019,Genesee,14040,s,s
2019,Cattaraugus,14041,0,0.0*
2019,Cattaraugus,14042,6,131.6*
2019,Erie,14043,64,246.1
2019,Erie,14047,18,270.7
2019,Chautauqua,14048,95,646.1
2019,Erie,14051,8,37.2*
2019,Erie,14052,12,70.1
2019,Genesee,14054,s,s
2019,Erie,14055,0,0.0*
2019,Erie,14057,12,149.9
2019,Genesee,14058,s,s
2019,Erie,14059,11,117
2019,Allegany,14060,0,0.0*
2019,Chautauqua,14062,14,461.6
2019,Chautauqua,14063,34,237.8
2019,Cattaraugus,14065,s,s
2019,Wyoming,14066,s,s
2019,Niagara,14067,8,161.9*
2019,Erie,14068,s,s
2019,Erie,14069,0,0.0*
2019,Erie,14070,22,287
2019,Erie,14072,28,132.3
2019,Erie,14075,65,152.7
2019,Erie,14080,s,s
2019,Erie,14081,23,647.2
2019,Wyoming,14082,0,0.0*
2019,Wyoming,14083,0,0.0*
2019,Erie,14085,11,135.1
2019,Erie,14086,47,138.1
2019,Erie,14091,s,s
2019,Niagara,14092,48,430
2019,Niagara,14094,142,287.6
2019,Orleans,14098,s,s
2019,Cattaraugus,14101,s,s
2019,Erie,14102,0,0.0*
2019,Orleans,14103,39,367.1
2019,Niagara,14105,8,189.5*
2019,Niagara,14108,14,243.1
2019,Niagara,14109,0,0.0*
2019,Erie,14111,9,273.7*
2019,Wyoming,14113,0,0.0*
2019,Niagara,14120,92,205.1
2019,Genesee,14125,s,s
2019,Erie,14127,35,112.1
2019,Cattaraugus,14129,s,s
2019,Niagara,14131,10,185.3
2019,Niagara,14132,17,282.8
2019,Erie,14134,0,0.0*
2019,Chautauqua,14136,16,328.2
2019,Cattaraugus,14138,s,s
2019,Erie,14139,s,s
2019,Erie,14141,7,89.8*
2019,Genesee,14143,s,s
2019,Wyoming,14145,0,0.0*
2019,Erie,14150,132,324.8
2019,Wyoming,14167,s,s
2019,Erie,14170,12,487.8
2019,Cattaraugus,14171,0,0.0*
2019,Niagara,14172,6,186.3*
2019,Niagara,14174,12,214.9
2019,Erie,14201,54,453
2019,Erie,14202,93,2559.9
2019,Erie,14203,31,1379
2019,Erie,14204,50,568.2
2019,Erie,14206,117,590.5
2019,Erie,14207,120,511.3
2019,Erie,14208,28,270.7
2019,Erie,14209,34,419.5
2019,Erie,14210,104,730.5
2019,Erie,14211,60,283.9
2019,Erie,14212,20,193.3
2019,Erie,14213,98,388.1
2019,Erie,14214,35,171.5
2019,Erie,14215,86,225.5
2019,Erie,14216,54,252.1
2019,Erie,14217,71,311.8
2019,Erie,14218,58,301.9
2019,Erie,14219,36,328.5
2019,Erie,14220,80,339.3
2019,Erie,14221,51,94.6
2019,Erie,14222,36,311.5
2019,Erie,14223,57,252
2019,Erie,14224,84,209.2
2019,Erie,14225,87,266.7
2019,Erie,14226,46,157.7
2019,Erie,14227,51,220
2019,Erie,14228,19,77.8
2019,Erie,14260,0,0.0*
2019,Niagara,14301,65,535.4
2019,Niagara,14303,50,911.1
2019,Niagara,14304,91,312.9
2019,Niagara,14305,88,552.1
2019,Orleans,14411,34,245.4
2019,Livingston,14414,13,179.8
2019,Yates,14415,0,0.0*
2019,Genesee,14416,13,350.6
2019,Yates,14418,s,s
2019,Monroe,14420,55,264.9
2019,Genesee,14422,10,416.7
2019,Livingston,14423,s,s
2019,Ontario,14424,60,211.4
2019,Ontario,14425,21,184.6
2019,Wyoming,14427,s,s
2019,Monroe,14428,15,167.1
2019,Ontario,14432,26,480.7
2019,Wayne,14433,9,206.6*
2019,Livingston,14435,6,188.7*
2019,Livingston,14437,17,184.2
2019,Yates,14441,s,s
2019,Monroe,14445,39,436
2019,Monroe,14450,35,84
2019,Livingston,14454,10,89
2019,Ontario,14456,52,263.8
2019,Livingston,14462,0,0.0*
2019,Monroe,14464,19,266.8
2019,Ontario,14466,0,0.0*
2019,Monroe,14467,16,159.4
2019,Monroe,14468,27,143
2019,Ontario,14469,12,196.1
2019,Orleans,14470,17,216.9
2019,Ontario,14471,6,226.2*
2019,Monroe,14472,7,80.7*
2019,Ontario,14475,s,s
2019,Orleans,14476,s,s
2019,Orleans,14477,s,s
2019,Yates,14478,s,s
2019,Livingston,14480,s,s
2019,Livingston,14481,0,0.0*
2019,Genesee,14482,21,235.7
2019,Livingston,14485,7,175.2*
2019,Livingston,14486,0,0.0*
2019,Livingston,14487,7,118.9*
2019,Wayne,14489,9,128.1*
2019,Wayne,14502,22,207.1
2019,Ontario,14504,s,s
2019,Wayne,14505,s,s
2019,Monroe,14506,s,s
2019,Yates,14507,s,s
2019,Livingston,14510,11,169.2
2019,Ontario,14512,12,256.1
2019,Wayne,14513,41,313.6
2019,Monroe,14514,s,s
2019,Wayne,14516,s,s
2019,Livingston,14517,s,s
2019,Wayne,14519,23,196.6
2019,Seneca,14521,s,s
2019,Wayne,14522,16,171.2
2019,Genesee,14525,s,s
2019,Monroe,14526,41,197.9
2019,Yates,14527,19,150.1
2019,Wyoming,14530,15,283.1
2019,Ontario,14532,12,275.7
2019,Livingston,14533,6,272.7*
2019,Monroe,14534,26,82.4
2019,Wyoming,14536,s,s
2019,Seneca,14541,s,s
2019,Monroe,14543,s,s
2019,Yates,14544,s,s
2019,Livingston,14545,0,0.0*
2019,Monroe,14546,14,300.7
2019,Ontario,14548,6,145.4*
2019,Wyoming,14550,s,s
2019,Wayne,14551,s,s
2019,Wayne,14555,s,s
2019,Monroe,14559,42,235.8
2019,Livingston,14560,s,s
2019,Ontario,14561,0,0.0*
2019,Ontario,14564,11,68.4
2019,Wayne,14568,7,121.1*
2019,Wyoming,14569,11,186.1
2019,Orleans,14571,s,s
2019,Steuben,14572,s,s
2019,Monroe,14580,80,151.7
2019,Monroe,14586,7,63.0*
2019,Wayne,14589,12,156.7
2019,Wayne,14590,10,189.9
2019,Wyoming,14591,s,s
2019,Monroe,14604,23,1037.9
2019,Monroe,14605,110,949.3
2019,Monroe,14606,131,492
2019,Monroe,14607,60,376.5
2019,Monroe,14608,80,646.5
2019,Monroe,14609,175,424.9
2019,Monroe,14610,22,159.8
2019,Monroe,14611,102,576.7
2019,Monroe,14612,127,369.5
2019,Monroe,14613,97,664.9
2019,Monroe,14614,12,921
2019,Monroe,14615,85,554.1
2019,Monroe,14616,99,353.2
2019,Monroe,14617,70,314.6
2019,Monroe,14618,14,63.5
2019,Monroe,14619,38,275.1
2019,Monroe,14620,66,266.4
2019,Monroe,14621,240,737
2019,Monroe,14622,32,272.6
2019,Monroe,14623,29,100.9
2019,Monroe,14624,74,200.6
2019,Monroe,14625,15,143.4
2019,Monroe,14626,103,332.4
2019,Monroe,14627,0,0.0*
2019,Monroe,14642,24,7250.8
2019,Chautauqua,14701,373,952.9
2019,Cattaraugus,14706,s,s
2019,Allegany,14708,0,0.0*
2019,Allegany,14709,0,0.0*
2019,Chautauqua,14710,11,324
2019,Allegany,14711,s,s
2019,Chautauqua,14712,s,s
2019,Allegany,14714,0,0.0*
2019,Allegany,14715,8,285.7*
2019,Chautauqua,14716,8,309.0*
2019,Allegany,14717,s,s
2019,Chautauqua,14718,s,s
2019,Cattaraugus,14719,s,s
2019,Allegany,14721,0,0.0*
2019,Chautauqua,14723,s,s
2019,Chautauqua,14724,0,0.0*
2019,Cattaraugus,14726,0,0.0*
2019,Allegany,14727,s,s
2019,Chautauqua,14728,s,s
2019,Cattaraugus,14729,0,0.0*
2019,Cattaraugus,14731,0,0.0*
2019,Chautauqua,14733,13,353.4
2019,Allegany,14735,s,s
2019,Chautauqua,14736,0,0.0*
2019,Cattaraugus,14737,s,s
2019,Chautauqua,14738,6,166.8*
2019,Allegany,14739,s,s
2019,Chautauqua,14740,s,s
2019,Cattaraugus,14741,s,s
2019,Cattaraugus,14743,s,s
2019,Allegany,14744,0,0.0*
2019,Chautauqua,14747,8,357.0*
2019,Cattaraugus,14748,s,s
2019,Chautauqua,14750,10,233.9
2019,Cattaraugus,14753,s,s
2019,Allegany,14754,0,0.0*
2019,Cattaraugus,14755,8,291.3*
2019,Chautauqua,14757,7,189.9*
2019,Cattaraugus,14760,47,257.3
2019,Chautauqua,14767,0,0.0*
2019,Chautauqua,14769,7,820.6*
2019,Cattaraugus,14770,s,s
2019,Cattaraugus,14772,11,264.4
2019,Chautauqua,14775,s,s
2019,Allegany,14777,s,s
2019,Cattaraugus,14779,28,409.9
2019,Chautauqua,14781,s,s
2019,Chautauqua,14782,9,400.7*
2019,Chautauqua,14784,9,883.2*
2019,Chautauqua,14787,16,327.4
2019,Steuben,14801,6,111.6*
2019,Allegany,14802,0,0.0*
2019,Allegany,14803,0,0.0*
2019,Allegany,14804,s,s
2019,Schuyler,14805,s,s
2019,Allegany,14806,s,s
2019,Steuben,14807,s,s
2019,Steuben,14808,s,s
2019,Steuben,14809,s,s
2019,Steuben,14810,28,227.8
2019,Schuyler,14812,10,299.8
2019,Allegany,14813,s,s
2019,Chemung,14814,0,0.0*
2019,Schuyler,14815,s,s
2019,Chemung,14816,0,0.0*
2019,Tompkins,14817,7,260.8*
2019,Schuyler,14818,s,s
2019,Steuben,14819,0,0.0*
2019,Steuben,14820,0,0.0*
2019,Steuben,14821,12,371.2
2019,Allegany,14822,s,s
2019,Steuben,14823,6,164.2*
2019,Schuyler,14824,s,s
2019,Chemung,14825,0,0.0*
2019,Steuben,14826,s,s
2019,Steuben,14830,33,171.2
2019,Livingston,14836,0,0.0*
2019,Yates,14837,s,s
2019,Chemung,14838,s,s
2019,Steuben,14839,s,s
2019,Steuben,14840,s,s
2019,Schuyler,14841,s,s
2019,Yates,14842,s,s
2019,Steuben,14843,30,239.2
2019,Chemung,14845,31,151.6
2019,Livingston,14846,s,s
2019,Seneca,14847,6,261.8*
2019,Tompkins,14850,62,92.5
2019,Tompkins,14853,0,0.0*
2019,Steuben,14855,0,0.0*
2019,Steuben,14858,7,432.4*
2019,Tioga,14859,0,0.0*
2019,Seneca,14860,0,0.0*
2019,Chemung,14861,6,435.4*
2019,Chemung,14864,s,s
2019,Schuyler,14865,6,245.8*
2019,Tompkins,14867,s,s
2019,Schuyler,14869,s,s
2019,Steuben,14870,10,99.4
2019,Chemung,14871,8,184.6*
2019,Chemung,14872,0,0.0*
2019,Steuben,14873,s,s
2019,Steuben,14874,0,0.0*
2019,Steuben,14877,0,0.0*
2019,Schuyler,14878,s,s
2019,Steuben,14879,s,s
2019,Allegany,14880,s,s
2019,Tompkins,14881,0,0.0*
2019,Tompkins,14882,s,s
2019,Tioga,14883,s,s
2019,Allegany,14884,0,0.0*
2019,Steuben,14885,0,0.0*
2019,Tompkins,14886,9,135.7*
2019,Chemung,14889,s,s
2019,Schuyler,14891,s,s
2019,Tioga,14892,11,143.8
2019,Chemung,14894,s,s
2019,Allegany,14895,14,147.8
2019,Allegany,14897,s,s
2019,Steuben,14898,0,0.0*
2019,Chemung,14901,113,789.5
2019,Chemung,14903,19,208.4
2019,Chemung,14904,77,504.8
2019,Chemung,14905,25,296.7