Report Date,Borough,Community District,Adult Family Comm Hotel,Adult Family Shelter,Adult Shelter,Adult Shelter Comm Hotel,FWC Cluster,FWC Comm Hotel,FWC Shelter
02/29/2020,Brooklyn,301,,1,5,,,1,
02/29/2020,Brooklyn,302,,1,3,,,,1
02/29/2020,Brooklyn,303,,,5,,5,1,11
02/29/2020,Brooklyn,304,,,3,1,1,1,4
02/29/2020,Brooklyn,305,,,7,3,,2,6
02/29/2020,Brooklyn,306,,,1,3,,,
02/29/2020,Brooklyn,307,,,2,1,,5,
02/29/2020,Brooklyn,308,,1,3,1,,,6
02/29/2020,Brooklyn,309,,,1,,,,1
02/29/2020,Brooklyn,312,,,1,,,,1
02/29/2020,Brooklyn,313,,,,,,1,
02/29/2020,Brooklyn,315,,,,,,,1
02/29/2020,Brooklyn,316,,,4,2,,4,15
02/29/2020,Brooklyn,317,,,,1,,,2
02/29/2020,Brooklyn,318,,1,,,,,2
02/29/2020,Manhattan,101,,,,,,1,
02/29/2020,Manhattan,103,,,7,2,3,2,3
02/29/2020,Manhattan,104,,1,3,,,4,
02/29/2020,Manhattan,105,,1,,,,8,1
02/29/2020,Manhattan,106,,,3,,,,
02/29/2020,Manhattan,107,,1,3,,,,3
02/29/2020,Manhattan,108,,,1,,,,
02/29/2020,Manhattan,109,,,,,,,5
02/29/2020,Manhattan,110,,1,10,,,,11
02/29/2020,Manhattan,111,,,10,,,,8
02/29/2020,Manhattan,112,,,3,,,1,
02/29/2020,Queens,401,,,1,,,2,2
02/29/2020,Queens,402,,1,,,,3,1
02/29/2020,Queens,403,,,,1,,,4
02/29/2020,Queens,404,,,,1,,1,1
02/29/2020,Queens,405,,,1,,,,
02/29/2020,Queens,407,,,2,,,2,
02/29/2020,Queens,408,,,,,,,1
02/29/2020,Queens,409,,,1,,,,
02/29/2020,Queens,410,2,,1,1,,3,
02/29/2020,Queens,412,,1,4,7,,3,6
02/29/2020,Queens,413,,,,5,,2,2
02/29/2020,Queens,414,,1,1,,,1,1
02/29/2020,Staten Island,501,,,,,,,1
03/31/2020,Bronx,201,,1,2,,1,1,7
03/31/2020,Bronx,202,,1,,,2,,5
03/31/2020,Bronx,203,,3,6,,2,2,8
03/31/2020,Bronx,204,,,2,,12,,15
03/31/2020,Bronx,205,,1,3,,12,,6
03/31/2020,Bronx,206,,1,2,1,2,,19
03/31/2020,Bronx,207,,1,5,,4,,3
03/31/2020,Bronx,208,,,,,,,1
03/31/2020,Bronx,209,,,1,,5,,2
03/31/2020,Bronx,210,,,,,,,3
03/31/2020,Bronx,211,,,,,,,
03/31/2020,Bronx,212,,,1,,,,3
03/31/2020,Brooklyn,301,,1,5,,,1,
03/31/2020,Brooklyn,302,,1,3,,,,1
03/31/2020,Brooklyn,303,,,5,,5,1,11
03/31/2020,Brooklyn,304,,,3,1,1,1,4
03/31/2020,Brooklyn,305,,,7,3,,2,6
03/31/2020,Brooklyn,306,,1,1,3,,,
03/31/2020,Brooklyn,307,,,2,2,,4,
03/31/2020,Brooklyn,308,,1,3,1,,,6
03/31/2020,Brooklyn,309,,,1,,,,1
03/31/2020,Brooklyn,312,,,1,,,,1
03/31/2020,Brooklyn,313,,,,,,1,
03/31/2020,Brooklyn,314,,,,,,,1
03/31/2020,Brooklyn,315,,,,,,,1
03/31/2020,Brooklyn,316,,,4,2,,4,15
03/31/2020,Brooklyn,317,,,,1,,,2
03/31/2020,Brooklyn,318,,1,,,,,2
03/31/2020,Manhattan,101,,,,1,,1,
03/31/2020,Manhattan,103,,,7,2,3,2,3
03/31/2020,Manhattan,104,,1,3,1,,4,
03/31/2020,Manhattan,105,,1,,,,8,1
03/31/2020,Manhattan,106,,,3,,,,
03/31/2020,Manhattan,107,,1,3,,,,3
03/31/2020,Manhattan,108,,,1,,,,
03/31/2020,Manhattan,109,,,,,,,5
03/31/2020,Manhattan,110,,1,10,,,,11
03/31/2020,Manhattan,111,,,10,,,,8
03/31/2020,Manhattan,112,,,3,,,1,
03/31/2020,Queens,401,,,1,,,2,2
03/31/2020,Queens,402,,1,,,,3,1
03/31/2020,Queens,403,,,,1,,,4
03/31/2020,Queens,404,,,,1,,1,1
03/31/2020,Queens,405,,,1,,,,
03/31/2020,Queens,407,,,2,,,2,
03/31/2020,Queens,408,,,,,,,1
03/31/2020,Queens,409,,,1,,,,
03/31/2020,Queens,410,2,,1,1,,3,
03/31/2020,Queens,412,,1,4,8,,2,6
03/31/2020,Queens,413,,,,5,,2,2
03/31/2020,Queens,414,,1,1,,,1,1
03/31/2020,Staten Island,501,,,,,,,1
04/30/2020,Bronx,201,,1,2,,1,1,7
04/30/2020,Bronx,202,,1,1,,2,,5
04/30/2020,Bronx,203,,3,6,,2,2,8
04/30/2020,Bronx,204,,,2,1,12,,15
08/31/2020,Brooklyn,309,,,1,,,,1
04/30/2020,Bronx,205,,1,3,,12,,6
04/30/2020,Bronx,206,,1,2,1,2,,19
04/30/2020,Bronx,207,,1,5,,3,,3
04/30/2020,Bronx,208,,,,,,,1
04/30/2020,Bronx,209,,,1,,5,,2
04/30/2020,Bronx,210,,,,,,,3
04/30/2020,Bronx,211,,,,,,,
04/30/2020,Bronx,212,,,1,,,,3
04/30/2020,Brooklyn,301,,1,4,1,,1,
04/30/2020,Brooklyn,302,,1,3,,,,1
04/30/2020,Brooklyn,303,,,5,,5,1,11
04/30/2020,Brooklyn,304,,,3,3,1,,4
04/30/2020,Brooklyn,305,,,7,3,,2,6
04/30/2020,Brooklyn,306,,1,1,3,,,
04/30/2020,Brooklyn,307,,,2,4,,3,
04/30/2020,Brooklyn,308,,1,3,1,,,6
04/30/2020,Brooklyn,309,,,1,,,,1
04/30/2020,Brooklyn,312,,,1,1,,,1
04/30/2020,Brooklyn,313,,,,,,1,
04/30/2020,Brooklyn,314,,,,,,,1
04/30/2020,Brooklyn,315,,,,,,,1
04/30/2020,Brooklyn,316,,,4,3,,3,15
04/30/2020,Brooklyn,317,,,,1,,,2
04/30/2020,Brooklyn,318,,1,,,,,2
04/30/2020,Manhattan,101,,,,1,,1,
04/30/2020,Manhattan,103,,,7,1,3,2,3
04/30/2020,Manhattan,104,,,2,2,,4,
04/30/2020,Manhattan,105,,1,,2,,8,1
04/30/2020,Manhattan,106,,,3,1,,,
04/30/2020,Manhattan,107,,1,3,1,,,3
04/30/2020,Manhattan,108,,,1,,,,
04/30/2020,Manhattan,109,,,,,,,5
04/30/2020,Manhattan,110,,1,10,,,,11
04/30/2020,Manhattan,111,,,10,,,,8
04/30/2020,Manhattan,112,,,3,,,1,
04/30/2020,Queens,401,,,1,1,,2,2
04/30/2020,Queens,402,,1,,,,3,1
04/30/2020,Queens,403,,,,1,,,4
04/30/2020,Queens,404,,,,1,,1,1
04/30/2020,Queens,405,,,1,,,,
04/30/2020,Queens,407,,,2,,,2,
04/30/2020,Queens,408,,,,,,,1
04/30/2020,Queens,409,,,1,,,,
04/30/2020,Queens,410,2,,1,1,,3,
04/30/2020,Queens,412,,1,4,8,,2,6
04/30/2020,Queens,413,,,,5,,2,2
04/30/2020,Queens,414,,1,1,,,1,1
04/30/2020,Staten Island,501,,,,,,,1
05/31/2020,Bronx,201,,1,2,,1,1,7
05/31/2020,Bronx,202,,1,1,,2,,5
05/31/2020,Bronx,203,,2,5,,2,2,8
05/31/2020,Bronx,204,,,2,1,12,,15
05/31/2020,Bronx,205,,1,2,,12,,6
05/31/2020,Bronx,206,,1,1,1,1,,19
05/31/2020,Bronx,207,,1,4,,3,,3
05/31/2020,Bronx,208,,,,,,,1
05/31/2020,Bronx,209,,,,,5,,3
05/31/2020,Bronx,210,,,,,,,3
05/31/2020,Bronx,211,,,,,,,
05/31/2020,Bronx,212,,,1,1,,,3
05/31/2020,Brooklyn,301,,1,4,1,,1,
05/31/2020,Brooklyn,302,,1,3,1,,,1
05/31/2020,Brooklyn,303,,,3,1,5,1,11
05/31/2020,Brooklyn,304,,,2,3,1,,4
05/31/2020,Brooklyn,305,,,5,5,,2,6
05/31/2020,Brooklyn,306,,1,1,3,,,1
05/31/2020,Brooklyn,307,,,2,4,,3,
05/31/2020,Brooklyn,308,,,3,1,,,6
05/31/2020,Brooklyn,309,,,1,,,,1
05/31/2020,Brooklyn,312,,,,1,,,1
05/31/2020,Brooklyn,313,,,,,,1,
05/31/2020,Brooklyn,314,,,,,,,1
05/31/2020,Brooklyn,315,,,,,,,1
05/31/2020,Brooklyn,316,,,3,3,,3,15
05/31/2020,Brooklyn,317,,,,1,,,2
05/31/2020,Brooklyn,318,,1,,,,,2
05/31/2020,Manhattan,101,,,,1,,1,
05/31/2020,Manhattan,102,,,,1,,,
05/31/2020,Manhattan,103,,,7,3,3,2,3
05/31/2020,Manhattan,104,,,1,6,,3,
05/31/2020,Manhattan,105,,1,,8,,8,1
05/31/2020,Manhattan,106,,,3,3,,,
05/31/2020,Manhattan,107,,1,3,3,,,3
05/31/2020,Manhattan,108,,,1,1,,,
05/31/2020,Manhattan,109,,,,,,,5
05/31/2020,Manhattan,110,,1,10,,,,11
05/31/2020,Manhattan,111,,,10,,,,8
05/31/2020,Manhattan,112,,,3,,,1,
05/31/2020,Queens,401,,,1,6,,2,2
05/31/2020,Queens,402,,1,,1,,3,1
05/31/2020,Queens,403,,,,2,,,4
05/31/2020,Queens,404,,,,1,,1,1
05/31/2020,Queens,405,,,1,,,,
05/31/2020,Queens,407,,,1,,,2,
05/31/2020,Queens,408,,,,,,,1
05/31/2020,Queens,409,,,,,,,
05/31/2020,Queens,410,2,,1,1,,3,
05/31/2020,Queens,412,,1,4,9,,2,6
05/31/2020,Queens,413,,,,5,,2,2
05/31/2020,Queens,414,,1,,,,1,1
05/31/2020,Staten Island,501,,,,,,,1
06/30/2020,Bronx,201,,1,2,,1,1,7
06/30/2020,Bronx,202,,1,1,,2,,5
06/30/2020,Bronx,203,,2,6,,2,2,7
06/30/2020,Bronx,204,,,2,1,12,,15
06/30/2020,Bronx,205,,1,3,,12,,6
06/30/2020,Bronx,206,,1,2,1,1,,19
06/30/2020,Bronx,207,,1,5,,3,,3
06/30/2020,Bronx,208,,,,,,,1
06/30/2020,Bronx,209,,,,,5,,3
06/30/2020,Bronx,210,,,,,,,3
06/30/2020,Bronx,211,,,,,,,
06/30/2020,Bronx,212,,,1,1,,,3
06/30/2020,Brooklyn,301,,1,4,1,,1,
06/30/2020,Brooklyn,302,,1,4,1,,,1
06/30/2020,Brooklyn,303,,,4,1,5,1,11
06/30/2020,Brooklyn,304,,,2,3,1,,4
06/30/2020,Brooklyn,305,,,7,5,,2,6
06/30/2020,Brooklyn,306,,1,1,3,,,1
06/30/2020,Brooklyn,307,,,2,5,,3,
06/30/2020,Brooklyn,308,,,3,1,,,6
06/30/2020,Brooklyn,309,,,1,,,,1
06/30/2020,Brooklyn,312,,,1,1,,,1
06/30/2020,Brooklyn,313,,,,,,1,
06/30/2020,Brooklyn,314,,,,,,,1
06/30/2020,Brooklyn,315,,,,,,,1
06/30/2020,Brooklyn,316,,,4,3,,3,15
06/30/2020,Brooklyn,317,,,,1,,,2
06/30/2020,Brooklyn,318,,1,,,,,2
06/30/2020,Manhattan,101,,,,2,,1,
06/30/2020,Manhattan,102,,,,1,,,
06/30/2020,Manhattan,103,,,6,4,3,2,3
06/30/2020,Manhattan,104,,,2,7,,3,
06/30/2020,Manhattan,105,,1,,12,,8,1
06/30/2020,Manhattan,106,,,3,3,,,
06/30/2020,Manhattan,107,,1,3,3,,,3
06/30/2020,Manhattan,108,,,1,1,,,
06/30/2020,Manhattan,109,,,,,,,5
06/30/2020,Manhattan,110,,1,10,,,,11
06/30/2020,Manhattan,111,,,10,,,,8
06/30/2020,Manhattan,112,,,3,,,1,
06/30/2020,Queens,401,,,,8,,2,2
06/30/2020,Queens,402,,1,,1,,3,1
06/30/2020,Queens,403,,,,2,,,4
06/30/2020,Queens,404,,,,1,,1,1
06/30/2020,Queens,405,,,1,,,,
06/30/2020,Queens,407,,,3,1,,2,
06/30/2020,Queens,408,,,,,,,1
06/30/2020,Queens,409,,,1,,,,
06/30/2020,Queens,410,2,,1,1,,3,
06/30/2020,Queens,412,,1,4,9,,,6
06/30/2020,Queens,413,,,,5,,2,2
06/30/2020,Queens,414,,1,1,2,,1,1
06/30/2020,Staten Island,501,,,,,,,1
07/31/2020,Bronx,201,,1,2,,1,1,7
07/31/2020,Bronx,202,,1,1,,2,,5
07/31/2020,Bronx,203,,2,6,,2,2,7
07/31/2020,Bronx,204,,,2,1,12,,15
07/31/2020,Bronx,205,,1,3,,12,,6
07/31/2020,Bronx,206,,1,2,1,1,,18
07/31/2020,Bronx,207,,1,4,,3,,3
07/31/2020,Bronx,208,,,,,,,1
07/31/2020,Bronx,209,,,,,4,,4
07/31/2020,Bronx,210,,,,,,,3
07/31/2020,Bronx,211,,,,,,,
07/31/2020,Bronx,212,,,1,1,,,3
07/31/2020,Brooklyn,301,,1,5,1,,1,
07/31/2020,Brooklyn,302,,1,4,1,,,1
07/31/2020,Brooklyn,303,,,3,1,5,1,10
07/31/2020,Brooklyn,304,,,2,3,1,,4
07/31/2020,Brooklyn,305,,,7,5,,2,5
07/31/2020,Brooklyn,306,,1,1,3,,,1
07/31/2020,Brooklyn,307,,,2,5,,2,
07/31/2020,Brooklyn,308,,,3,1,,,6
07/31/2020,Brooklyn,309,,,1,,,,1
07/31/2020,Brooklyn,312,,,1,1,,,1
07/31/2020,Brooklyn,313,,,,,,1,
07/31/2020,Brooklyn,314,,,,,,,1
07/31/2020,Brooklyn,315,,,,,,,1
07/31/2020,Brooklyn,316,,,5,3,,3,15
07/31/2020,Brooklyn,317,,,,1,,,2
07/31/2020,Brooklyn,318,,1,,,,,2
07/31/2020,Manhattan,101,,,,2,,1,
07/31/2020,Manhattan,102,,,,1,,,
07/31/2020,Manhattan,103,,,6,4,3,2,3
07/31/2020,Manhattan,104,,,2,7,,3,
07/31/2020,Manhattan,105,,1,,12,,8,1
07/31/2020,Manhattan,106,,,3,3,,,
07/31/2020,Manhattan,107,,1,3,4,,,3
07/31/2020,Manhattan,108,,,1,1,,,
07/31/2020,Manhattan,109,,,,,,,5
07/31/2020,Manhattan,110,,,7,,,,11
07/31/2020,Manhattan,111,,,10,,,,8
07/31/2020,Manhattan,112,,,3,,,1,
07/31/2020,Queens,401,,,,8,,2,2
07/31/2020,Queens,402,,1,,1,,3,1
07/31/2020,Queens,403,,,1,2,,,4
07/31/2020,Queens,404,,,,1,,1,1
07/31/2020,Queens,405,,,1,,,,
07/31/2020,Queens,407,,,2,1,,2,
07/31/2020,Queens,408,,,,,,,1
07/31/2020,Queens,409,,,1,,,,
07/31/2020,Queens,410,2,,1,1,,3,
07/31/2020,Queens,412,,1,3,9,,,6
07/31/2020,Queens,413,,,,5,,2,2
07/31/2020,Queens,414,,1,1,2,,1,1
07/31/2020,Staten Island,501,,,,,,,1
08/31/2020,Bronx,201,,1,2,,1,1,7
08/31/2020,Bronx,202,,1,1,,2,,5
08/31/2020,Bronx,203,,2,7,1,2,1,7
08/31/2020,Bronx,204,,,2,1,10,,15
08/31/2020,Bronx,205,,1,3,,9,,6
08/31/2020,Bronx,206,,1,2,1,1,,18
08/31/2020,Bronx,207,,1,4,,3,,3
08/31/2020,Bronx,208,,,,,,,1
08/31/2020,Bronx,209,,,,,4,,4
08/31/2020,Bronx,210,,,,,,,3
08/31/2020,Bronx,211,,,,,,,
08/31/2020,Bronx,212,,,1,1,,,3
08/31/2020,Brooklyn,301,,1,4,1,,1,
08/31/2020,Brooklyn,302,,1,4,2,,,1
08/31/2020,Brooklyn,303,,,3,1,3,1,10
08/31/2020,Brooklyn,304,,,2,3,1,,4
08/31/2020,Brooklyn,305,,,7,5,,2,5
08/31/2020,Brooklyn,306,,1,1,3,,,1
08/31/2020,Brooklyn,307,,,2,5,,2,
08/31/2020,Brooklyn,308,,,3,1,,,6
08/31/2020,Brooklyn,309,,,1,,,,1
08/31/2020,Brooklyn,312,,,1,1,,,1
08/31/2020,Brooklyn,313,,,,,,1,
08/31/2020,Brooklyn,314,,,,,,,1
08/31/2020,Brooklyn,315,,,,,,,1
08/31/2020,Brooklyn,316,,,4,4,,3,15
08/31/2020,Brooklyn,317,,,,1,,,2
08/31/2020,Brooklyn,318,,1,,,,,2
08/31/2020,Manhattan,101,,,,2,,1,
08/31/2020,Manhattan,102,,,,1,,,
08/31/2020,Manhattan,103,,,6,4,3,2,3
08/31/2020,Manhattan,104,,,2,6,,3,
08/31/2020,Manhattan,105,,1,,12,,8,1
08/31/2020,Manhattan,106,,,3,3,,,
08/31/2020,Manhattan,107,,1,3,4,,,3
08/31/2020,Manhattan,108,,,1,1,,,
08/31/2020,Manhattan,109,,,,,,,5
08/31/2020,Manhattan,110,,,8,,,,11
08/31/2020,Manhattan,111,,,10,,,,8
08/31/2020,Manhattan,112,,,3,,,1,
08/31/2020,Queens,401,,,,8,,2,2
08/31/2020,Queens,402,,1,,1,,3,1
08/31/2020,Queens,403,,,,2,,,4
08/31/2020,Queens,404,,,,1,,1,1
08/31/2020,Queens,405,,,1,,,,
08/31/2020,Queens,407,,,2,2,,2,
08/31/2020,Queens,408,,,,,,,1
08/31/2020,Queens,409,,,1,,,,
08/31/2020,Queens,410,2,,1,1,,3,
08/31/2020,Queens,412,,1,3,8,,,6
08/31/2020,Queens,413,,,,5,,2,2
08/31/2020,Queens,414,,1,1,2,,1,1
08/31/2020,Staten Island,501,,,,,,,1
09/30/2020,Bronx,201,,1,3,,1,1,7
09/30/2020,Bronx,202,,1,1,,2,,5
09/30/2020,Bronx,203,,2,7,,2,1,7
09/30/2020,Bronx,204,,,2,1,9,,15
09/30/2020,Bronx,205,,1,3,,9,,6
09/30/2020,Bronx,206,,1,2,1,1,,18
09/30/2020,Bronx,207,,1,4,,3,,3
09/30/2020,Bronx,208,,,,,,,1
09/30/2020,Bronx,209,,,,,4,,4
09/30/2020,Bronx,210,,,,,,,3
09/30/2020,Bronx,211,,,,,,,
09/30/2020,Bronx,212,,,1,1,,,3
09/30/2020,Brooklyn,301,,1,4,1,,1,
09/30/2020,Brooklyn,302,,1,4,2,,,1
09/30/2020,Brooklyn,303,,,3,1,3,1,10
09/30/2020,Brooklyn,304,,,2,3,1,,4
09/30/2020,Brooklyn,305,,,7,5,,1,5
09/30/2020,Brooklyn,306,,1,1,3,,,1
09/30/2020,Brooklyn,307,,,2,6,,1,
09/30/2020,Brooklyn,308,,,3,1,,,6
09/30/2020,Brooklyn,309,,,1,,,,1
09/30/2020,Brooklyn,312,,,1,1,,,1
09/30/2020,Brooklyn,313,,,,,,1,
09/30/2020,Brooklyn,314,,,,,,,1
09/30/2020,Brooklyn,315,,,,,,,1
09/30/2020,Brooklyn,316,,,4,4,,3,15
09/30/2020,Brooklyn,317,,,,1,,,2
09/30/2020,Brooklyn,318,,1,,,,,2
09/30/2020,Manhattan,101,,,,2,,1,
09/30/2020,Manhattan,102,,,,1,,,
09/30/2020,Manhattan,103,,,6,4,3,2,3
09/30/2020,Manhattan,104,,,2,7,,2,
09/30/2020,Manhattan,105,,1,,11,,8,1
09/30/2020,Manhattan,106,,,3,3,,,
09/30/2020,Manhattan,107,,1,3,4,,,3
09/30/2020,Manhattan,108,,,1,1,,,
09/30/2020,Manhattan,109,,,,,,,5
09/30/2020,Manhattan,110,,,8,,,,11
09/30/2020,Manhattan,111,,,10,,,,8
09/30/2020,Manhattan,112,,,3,,,1,
09/30/2020,Queens,401,,,,8,,2,2
09/30/2020,Queens,402,,1,,1,,3,1
09/30/2020,Queens,403,,,,2,,,4
09/30/2020,Queens,404,,,,1,,1,1
09/30/2020,Queens,405,,,1,,,,
09/30/2020,Queens,407,,,2,2,,2,
09/30/2020,Queens,408,,,,,,,1
09/30/2020,Queens,409,,,1,,,,
09/30/2020,Queens,410,2,,1,1,,3,
09/30/2020,Queens,412,,1,3,7,,,6
09/30/2020,Queens,413,,,,5,,2,2
09/30/2020,Queens,414,,1,1,2,,1,1
09/30/2020,Staten Island,501,,,,,,,1
08/31/2022,Bronx,201,,,4,2,,1,6
08/31/2022,Bronx,202,,1,,,,,5
08/31/2022,Bronx,203,,,7,1,,,7
08/31/2022,Bronx,204,,,2,,,1,13
08/31/2022,Bronx,205,,1,4,,,,7
08/31/2022,Bronx,206,,,2,,,1,18
08/31/2022,Bronx,207,,,5,,,,4
08/31/2022,Bronx,208,,,,,,,1
08/31/2022,Bronx,209,,,2,,,,6
08/31/2022,Bronx,210,,,,,,,3
08/31/2022,Bronx,211,,,,,,,
08/31/2022,Bronx,212,,,2,,,,1
08/31/2022,Brooklyn,301,,1,6,1,,1,
08/31/2022,Brooklyn,302,,1,3,,,,1
08/31/2022,Brooklyn,303,,,5,,,1,7
08/31/2022,Brooklyn,304,,,2,2,,,4
08/31/2022,Brooklyn,305,,,6,3,,,6
08/31/2022,Brooklyn,306,,1,2,2,,,1
08/31/2022,Brooklyn,307,,,3,5,,,1
08/31/2022,Brooklyn,308,,,2,1,,,5
08/31/2022,Brooklyn,309,,,1,,,,1
08/31/2022,Brooklyn,312,,,1,,,,1
08/31/2022,Brooklyn,313,,,,1,,,1
08/31/2022,Brooklyn,314,,,1,,,,1
08/31/2022,Brooklyn,315,,,,,,,1
08/31/2022,Brooklyn,316,,,4,5,,,13
08/31/2022,Brooklyn,317,,,,,,,3
08/31/2022,Brooklyn,318,,1,,,,,1
08/31/2022,Manhattan,101,,,,,,,
08/31/2022,Manhattan,102,,,,,,,
08/31/2022,Manhattan,103,,,5,2,,,3
08/31/2022,Manhattan,104,,,2,1,,1,
08/31/2022,Manhattan,105,,1,1,1,,,1
08/31/2022,Manhattan,106,,,3,,,1,
08/31/2022,Manhattan,107,,1,1,,,1,3
08/31/2022,Manhattan,108,,,1,,,,
08/31/2022,Manhattan,109,,,,,,,5
08/31/2022,Manhattan,110,,,10,,,,9
08/31/2022,Manhattan,111,,,9,,,,7
08/31/2022,Manhattan,112,,,3,,,,
08/31/2022,Queens,401,,,1,2,,2,2
08/31/2022,Queens,402,,1,,3,,,1
08/31/2022,Queens,403,,1,,1,,1,4
08/31/2022,Queens,404,,,,2,,,1
08/31/2022,Queens,405,,,1,,,,1
08/31/2022,Queens,407,,,2,,,,
08/31/2022,Queens,408,,,,,,,1
08/31/2022,Queens,409,,,1,,,,
08/31/2022,Queens,410,,,1,2,,1,
08/31/2022,Queens,412,,1,3,1,,2,7
08/31/2022,Queens,413,,,1,5,,,2
08/31/2022,Queens,414,,1,1,1,,,1
08/31/2022,Staten Island,501,,,,,,,1
09/30/2022,Bronx,201,,,4,2,,1,6
09/30/2022,Bronx,202,,1,,,,,5
09/30/2022,Bronx,203,,,7,1,,,7
09/30/2022,Bronx,204,,,2,,,1,13
09/30/2022,Bronx,205,,1,4,,,,7
09/30/2022,Bronx,206,,,2,,,2,18
09/30/2022,Bronx,207,,,5,,,,4
09/30/2022,Bronx,208,,,,,,,1
09/30/2022,Bronx,209,,,2,,,1,6
09/30/2022,Bronx,210,,,,,,,3
09/30/2022,Bronx,211,,,,,,,
09/30/2022,Bronx,212,,,2,,,1,1
09/30/2022,Brooklyn,301,,1,6,1,,1,
09/30/2022,Brooklyn,302,,1,3,,,,1
09/30/2022,Brooklyn,303,1,,5,1,,1,7
09/30/2022,Brooklyn,304,,,1,2,,,4
09/30/2022,Brooklyn,305,,,5,3,,,6
09/30/2022,Brooklyn,306,,1,2,2,,,1
09/30/2022,Brooklyn,307,,,3,5,,1,1
09/30/2022,Brooklyn,308,,,2,1,,,5
09/30/2022,Brooklyn,309,,,1,,,,1
09/30/2022,Brooklyn,312,,,1,,,,1
09/30/2022,Brooklyn,313,,,,1,,,1
09/30/2022,Brooklyn,314,,,1,,,,1
09/30/2022,Brooklyn,315,,,,,,,1
09/30/2022,Brooklyn,316,,,4,5,,1,13
09/30/2022,Brooklyn,317,,,,,,,3
09/30/2022,Brooklyn,318,,1,,,,1,1
09/30/2022,Manhattan,101,,,,,,,
09/30/2022,Manhattan,102,,,,,,,
09/30/2022,Manhattan,103,,,5,2,,,3
09/30/2022,Manhattan,104,,,2,1,,1,
09/30/2022,Manhattan,105,,1,1,1,,2,1
09/30/2022,Manhattan,106,,,3,,,1,
09/30/2022,Manhattan,107,,1,1,,,1,3
09/30/2022,Manhattan,108,,,1,,,,
09/30/2022,Manhattan,109,,,1,,,,5
09/30/2022,Manhattan,110,,,10,,,,9
09/30/2022,Manhattan,111,,,9,,,,7
09/30/2022,Manhattan,112,,,3,,,1,
09/30/2022,Queens,401,,,1,2,,4,2
09/30/2022,Queens,402,,1,,3,,1,1
09/30/2022,Queens,403,,1,,1,,2,4
09/30/2022,Queens,404,,,,2,,,1
09/30/2022,Queens,405,,,1,,,,1
09/30/2022,Queens,407,,,2,,,,
09/30/2022,Queens,408,,,,,,,1
09/30/2022,Queens,409,,,1,,,,
09/30/2022,Queens,410,,,1,2,,2,
09/30/2022,Queens,412,1,1,3,1,,5,7
09/30/2022,Queens,413,,,1,5,,,2
09/30/2022,Queens,414,,1,1,1,,,1
09/30/2022,Staten Island,501,,,,,,,1
